<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2021.04.30	15:30:00	197485	197534	196944	196969	108997	448268	1
2021.04.30	15:45:00	196977	196977	196493	196543	130080	548115	1
2021.04.30	16:00:00	196551	196584	196215	196239	107875	449090	1
2021.04.30	16:15:00	196231	196264	195830	196018	118233	506691	1
2021.04.30	16:30:00	196018	196133	195838	195928	78615	326087	1
2021.04.30	16:45:00	195936	195944	195346	195543	124791	526007	1
2021.04.30	17:00:00	195551	195740	195403	195690	58805	241809	1
2021.04.30	17:15:00	195699	195723	194895	194945	79795	327685	1
2021.04.30	17:30:00	194945	195133	194928	195108	32982	113266	1
2021.04.30	17:45:00	195108	195272	195043	195141	28331	79237	1
2021.05.03	09:00:00	196362	196567	195953	196010	121223	340312	1
2021.05.03	09:15:00	196010	196395	195903	196198	111462	357231	1
2021.05.03	09:30:00	196190	196305	196125	196223	59690	211728	1
2021.05.03	09:45:00	196231	196248	196059	196182	67660	243823	1
2021.05.03	10:00:00	196182	196215	195559	196100	233143	815138	1
2021.05.03	10:15:00	196100	196313	195871	196297	170800	604634	1
2021.05.03	10:30:00	196305	196592	195707	196371	255105	919581	1
2021.05.03	10:45:00	196371	196428	195256	195625	276750	1035702	1
2021.05.03	11:00:00	195633	196157	195379	195985	212932	767719	1
2021.05.03	11:15:00	195985	196895	195928	196789	200254	772835	1
2021.05.03	11:30:00	196789	197239	196764	197018	148208	565808	1
2021.05.03	11:45:00	197010	197198	196575	196649	140470	527833	1
2021.05.03	12:00:00	196657	196707	196141	196239	133112	497589	1
2021.05.03	12:15:00	196239	196354	195854	195887	105057	425507	1
2021.05.03	12:30:00	195887	195953	195518	195617	114038	486071	1
2021.05.03	12:45:00	195625	195682	194961	195043	138006	551570	1
2021.05.03	13:00:00	195043	195240	194748	195149	132487	556689	1
2021.05.03	13:15:00	195149	195240	194977	195141	66726	254745	1
2021.05.03	13:30:00	195141	195379	195125	195256	79630	294425	1
2021.05.03	13:45:00	195256	195436	195207	195338	71326	290688	1
2021.05.03	14:00:00	195338	195403	195092	195223	97781	402701	1
2021.05.03	14:15:00	195223	195395	195182	195346	70678	313767	1
2021.05.03	14:30:00	195346	195412	194920	195330	114077	487235	1
2021.05.03	14:45:00	195338	195600	195297	195485	96752	409870	1
2021.05.03	15:00:00	195477	195879	195436	195715	103533	412330	1
2021.05.03	15:15:00	195715	195731	195313	195444	92403	379561	1
2021.05.03	15:30:00	195453	195912	195412	195871	96170	396181	1
2021.05.03	15:45:00	195879	196666	195797	196477	152143	636336	1
2021.05.03	16:00:00	196477	196502	196141	196166	85859	374632	1
2021.05.03	16:15:00	196166	196166	195559	195625	114772	475576	1
2021.05.03	16:30:00	195625	195731	195477	195592	84409	354773	1
2021.05.03	16:45:00	195592	196084	195526	195977	98861	410969	1
2021.05.03	17:00:00	195977	196035	195707	195805	58179	226105	1
2021.05.03	17:15:00	195797	195936	195764	195895	30990	119352	1
2021.05.03	17:30:00	195895	196116	195879	195985	40386	147149	1
2021.05.03	17:45:00	195985	196215	195912	195912	24659	85394	1
2021.05.04	09:00:00	195477	195649	195141	195166	138725	386487	1
2021.05.04	09:15:00	195166	195231	194961	195076	123351	385887	1
2021.05.04	09:30:00	195084	195420	195018	195272	132640	421591	1
2021.05.04	09:45:00	195272	195756	195182	195690	152471	538418	1
2021.05.04	10:00:00	195690	196198	195658	195813	228868	869204	1
2021.05.04	10:15:00	195821	195862	194781	195002	288470	1048635	1
2021.05.04	10:30:00	195010	195158	194436	194895	281130	1073832	1
2021.05.04	10:45:00	194904	194920	194395	194559	177054	737033	1
2021.05.04	11:00:00	194551	194871	194182	194445	211326	824385	1
2021.05.04	11:15:00	194453	194592	194068	194469	157260	619412	1
2021.05.04	11:30:00	194461	194690	194273	194510	129666	540196	1
2021.05.04	11:45:00	194510	194568	193863	194002	163085	654115	1
2021.05.04	12:00:00	193994	194363	193781	193920	164845	650887	1
2021.05.04	12:15:00	193912	194199	193756	194199	134520	520983	1
2021.05.04	12:30:00	194199	194527	194117	194404	113551	454929	1
2021.05.04	12:45:00	194404	194666	194387	194502	103621	410969	1
2021.05.04	13:00:00	194510	195084	194486	194871	127212	519914	1
2021.05.04	13:15:00	194871	195133	194797	194895	107657	425367	1
2021.05.04	13:30:00	194895	194928	194305	194395	139468	560303	1
2021.05.04	13:45:00	194395	194625	194240	194559	90013	356415	1
2021.05.04	14:00:00	194551	194748	194404	194740	100311	381513	1
2021.05.04	14:15:00	194740	194879	194477	194551	119493	463481	1
2021.05.04	14:30:00	194551	194650	194338	194486	81020	318930	1
2021.05.04	14:45:00	194486	194510	193904	194059	153808	631005	1
2021.05.04	15:00:00	194068	194092	193781	193994	123895	505960	1
2021.05.04	15:15:00	193994	194264	193773	193871	114604	486520	1
2021.05.04	15:30:00	193863	194051	193428	193519	123275	510357	1
2021.05.04	15:45:00	193519	193699	193461	193584	81224	361544	1
2021.05.04	16:00:00	193584	193592	193281	193502	99700	456276	1
2021.05.04	16:15:00	193502	193560	193281	193478	69959	304362	1
2021.05.04	16:30:00	193478	193732	193371	193625	79206	330541	1
2021.05.04	16:45:00	193617	193658	193379	193445	63243	268492	1
2021.05.04	17:00:00	193437	193461	193273	193314	46092	179854	1
2021.05.04	17:15:00	193314	193519	193289	193486	27849	115021	1
2021.05.04	17:30:00	193486	193723	193412	193682	37433	136653	1
2021.05.04	17:45:00	193666	193707	193486	193707	24218	76173	1
2021.05.05	09:00:00	194559	194928	194527	194658	120100	322864	1
2021.05.05	09:15:00	194658	194772	194387	194428	106131	334500	1
2021.05.05	09:30:00	194420	194428	194232	194264	95813	334195	1
2021.05.05	09:45:00	194264	194764	194182	194723	133251	461685	1
2021.05.05	10:00:00	194723	194781	194297	194494	198836	702002	1
2021.05.05	10:15:00	194494	194994	194453	194805	192499	722851	1
2021.05.05	10:30:00	194805	195444	194436	195059	322194	1168911	1
2021.05.05	10:45:00	195059	195305	194953	195281	160108	630693	1
2021.05.05	11:00:00	195281	195846	195002	195838	255408	940451	1
2021.05.05	11:15:00	195838	196092	195690	195961	164935	618106	1
2021.05.05	11:30:00	195961	196346	195821	196207	144739	605823	1
2021.05.05	11:45:00	196215	196616	196149	196395	141870	603035	1
2021.05.05	12:00:00	196387	196641	196371	196428	107394	475901	1
2021.05.05	12:15:00	196420	196657	196395	196534	82828	369230	1
2021.05.05	12:30:00	196534	196633	196346	196387	81568	352154	1
2021.05.05	12:45:00	196387	196608	196289	196510	91147	403886	1
2021.05.05	13:00:00	196510	196633	196371	196502	82729	353263	1
2021.05.05	13:15:00	196502	196543	196338	196453	64387	287980	1
2021.05.05	13:30:00	196461	196551	196371	196477	49363	220034	1
2021.05.05	13:45:00	196477	196485	196313	196338	48486	213822	1
2021.05.05	14:00:00	196338	196903	196313	196674	142202	562306	1
2021.05.05	14:15:00	196682	196797	196649	196690	63902	263003	1
2021.05.05	14:30:00	196690	196772	196534	196543	70896	317899	1
2021.05.05	14:45:00	196543	196690	196485	196518	73571	321069	1
2021.05.05	15:00:00	196526	196748	196510	196657	75132	354397	1
2021.05.05	15:15:00	196657	196666	196453	196469	57624	290529	1
2021.05.05	15:30:00	196461	196567	196395	196428	65567	320968	1
2021.05.05	15:45:00	196436	196674	196428	196649	74254	344297	1
2021.05.05	16:00:00	196649	196657	196198	196272	110819	461905	1
2021.05.05	16:15:00	196272	196346	196067	196264	102930	456995	1
2021.05.05	16:30:00	196272	196748	196231	196567	108266	469963	1
2021.05.05	16:45:00	196559	196895	196485	196789	92850	415714	1
2021.05.05	17:00:00	196780	196789	196584	196657	45277	179599	1
2021.05.05	17:15:00	196657	196780	196616	196633	28140	111494	1
2021.05.05	17:30:00	196633	196707	196551	196666	31426	114141	1
2021.05.05	17:45:00	196666	197026	196649	196764	29559	113176	1
2021.05.06	09:00:00	196731	196854	196379	196436	143052	410875	1
2021.05.06	09:15:00	196436	196813	196362	196592	110147	352413	1
2021.05.06	09:30:00	196600	196723	196461	196551	88373	304026	1
2021.05.06	09:45:00	196559	197116	196469	196928	159109	560253	1
2021.05.06	10:00:00	196928	196944	196133	196543	274469	983845	1
2021.05.06	10:15:00	196534	197108	196395	196838	219850	799398	1
2021.05.06	10:30:00	196846	197206	196518	196756	259053	945683	1
2021.05.06	10:45:00	196764	196887	196108	196313	207244	845339	1
2021.05.06	11:00:00	196321	196379	195903	195985	215775	814554	1
2021.05.06	11:15:00	195985	196182	195633	195731	194929	761202	1
2021.05.06	11:30:00	195731	195944	195641	195854	111290	463545	1
2021.05.06	11:45:00	195854	196289	195830	196280	126744	533676	1
2021.05.06	12:00:00	196272	196305	195944	196239	128344	492370	1
2021.05.06	12:15:00	196239	196420	196092	196330	100983	404626	1
2021.05.06	12:30:00	196321	196469	196166	196248	87224	385490	1
2021.05.06	12:45:00	196256	196543	196100	196387	101220	417054	1
2021.05.06	13:00:00	196387	196444	195797	195879	114300	450809	1
2021.05.06	13:15:00	195879	195994	195576	195830	116422	455821	1
2021.05.06	13:30:00	195821	196256	195740	196207	96810	386872	1
2021.05.06	13:45:00	196198	196493	196002	196477	102487	411610	1
2021.05.06	14:00:00	196477	196805	196297	196764	116903	455242	1
2021.05.06	14:15:00	196764	196879	196575	196748	90472	356911	1
2021.05.06	14:30:00	196748	196805	196477	196666	92260	376220	1
2021.05.06	14:45:00	196674	196682	196198	196264	107229	434525	1
2021.05.06	15:00:00	196264	196403	195780	196010	155820	626641	1
2021.05.06	15:15:00	196010	196231	195756	195887	129140	497385	1
2021.05.06	15:30:00	195895	196149	195658	195977	117425	476281	1
2021.05.06	15:45:00	195977	196289	195936	196141	86595	368102	1
2021.05.06	16:00:00	196141	196567	196133	196469	95898	404464	1
2021.05.06	16:15:00	196469	196551	196305	196379	72268	292498	1
2021.05.06	16:30:00	196379	196616	196215	196518	71781	312436	1
2021.05.06	16:45:00	196510	197010	196395	196985	94735	408693	1
2021.05.06	17:00:00	196985	197092	196870	196961	60119	235876	1
2021.05.06	17:15:00	196961	197018	196887	196911	24111	92121	1
2021.05.06	17:30:00	196911	197166	196903	197108	32876	120273	1
2021.05.06	17:45:00	197108	197379	197100	197313	29250	103836	1
2021.05.07	09:00:00	197723	197780	197313	197469	124518	342894	1
2021.05.07	09:15:00	197469	197764	197346	197690	76818	237668	1
2021.05.07	09:30:00	197690	198329	197526	198034	228668	717395	1
2021.05.07	09:45:00	198026	198075	197887	198042	75149	254891	1
2021.05.07	10:00:00	198042	198354	197739	198157	176027	616455	1
2021.05.07	10:15:00	198157	198296	197624	197887	182792	634630	1
2021.05.07	10:30:00	197887	198501	197575	198444	267571	998593	1
2021.05.07	10:45:00	198444	198772	198264	198764	187335	751633	1
2021.05.07	11:00:00	198764	198969	198747	198878	112637	464193	1
2021.05.07	11:15:00	198878	199067	198780	199018	107625	422800	1
2021.05.07	11:30:00	199009	199165	198969	199026	88273	376502	1
2021.05.07	11:45:00	199026	199059	198878	199018	75919	335019	1
2021.05.07	12:00:00	199009	199034	198600	198608	93937	413523	1
2021.05.07	12:15:00	198608	198624	198469	198477	70778	334810	1
2021.05.07	12:30:00	198477	198755	198280	198403	126613	527057	1
2021.05.07	12:45:00	198403	198624	198346	198526	72750	304490	1
2021.05.07	13:00:00	198518	198673	198501	198608	51438	218132	1
2021.05.07	13:15:00	198608	198714	198419	198551	67697	269191	1
2021.05.07	13:30:00	198542	198616	198370	198460	49752	216479	1
2021.05.07	13:45:00	198452	198575	198411	198534	38922	159494	1
2021.05.07	14:00:00	198534	198641	198452	198452	46041	193572	1
2021.05.07	14:15:00	198452	198575	198370	198452	57700	242661	1
2021.05.07	14:30:00	198460	198796	198419	198723	72523	300965	1
2021.05.07	14:45:00	198731	198919	198698	198764	74319	296315	1
2021.05.07	15:00:00	198764	198960	198714	198887	74199	295643	1
2021.05.07	15:15:00	198887	198919	198796	198887	47684	189686	1
2021.05.07	15:30:00	198895	199198	198870	199157	83240	361498	1
2021.05.07	15:45:00	199149	199608	199149	199583	118287	529642	1
2021.05.07	16:00:00	199591	200099	199542	200042	129226	598377	1
2021.05.07	16:15:00	200042	200124	199788	199854	77707	333548	1
2021.05.07	16:30:00	199862	200214	199854	200173	98021	434771	1
2021.05.07	16:45:00	200173	200608	200165	200591	118926	566759	1
2021.05.07	17:00:00	200591	200747	200476	200567	67151	301362	1
2021.05.07	17:15:00	200575	200690	200550	200591	27344	115582	1
2021.05.07	17:30:00	200591	200657	200542	200583	27104	104435	1
2021.05.07	17:45:00	200591	201124	200583	200632	51697	135122	1
2021.05.10	09:00:00	200452	201640	200452	201312	188594	529123	1
2021.05.10	09:15:00	201312	201411	201034	201165	128414	385643	1
2021.05.10	09:30:00	201165	201247	201050	201222	79256	266595	1
2021.05.10	09:45:00	201222	201599	201198	201435	158059	526273	1
2021.05.10	10:00:00	201435	201681	201099	201435	221188	791510	1
2021.05.10	10:15:00	201435	201558	201140	201189	145066	514911	1
2021.05.10	10:30:00	201198	201353	200960	201009	201747	789071	1
2021.05.10	10:45:00	201009	201026	200632	200722	176336	672235	1
2021.05.10	11:00:00	200722	200837	200526	200608	143970	553218	1
2021.05.10	11:15:00	200608	200788	200558	200665	97627	427448	1
2021.05.10	11:30:00	200673	200673	200231	200321	158910	607127	1
2021.05.10	11:45:00	200329	200526	200173	200485	120946	485599	1
2021.05.10	12:00:00	200485	200501	200272	200313	80135	345082	1
2021.05.10	12:15:00	200321	200378	200157	200378	90677	374725	1
2021.05.10	12:30:00	200378	201026	200354	200952	152068	611627	1
2021.05.10	12:45:00	200944	201075	200771	200903	104466	385588	1
2021.05.10	13:00:00	200911	201058	200829	200886	65548	257669	1
2021.05.10	13:15:00	200886	201042	200845	200911	52986	207144	1
2021.05.10	13:30:00	200911	201116	200886	201058	68150	265261	1
2021.05.10	13:45:00	201058	201222	200927	200960	84380	329393	1
2021.05.10	14:00:00	200960	201017	200558	200673	109431	418461	1
2021.05.10	14:15:00	200673	200780	200493	200706	94049	381207	1
2021.05.10	14:30:00	200706	200821	200616	200706	67225	285459	1
2021.05.10	14:45:00	200706	200755	200509	200649	82568	352145	1
2021.05.10	15:00:00	200657	200993	200534	200919	105667	462169	1
2021.05.10	15:15:00	200927	200976	200083	200198	191720	790940	1
2021.05.10	15:30:00	200190	200517	200042	200354	130497	532505	1
2021.05.10	15:45:00	200354	200722	200239	200698	88864	393668	1
2021.05.10	16:00:00	200706	200763	200476	200542	72616	325590	1
2021.05.10	16:15:00	200542	200649	200337	200509	82256	348968	1
2021.05.10	16:30:00	200517	200608	200354	200517	61436	247013	1
2021.05.10	16:45:00	200526	200534	200140	200280	91389	366020	1
2021.05.10	17:00:00	200288	200345	200140	200280	46914	177662	1
2021.05.10	17:15:00	200288	200501	200247	200493	42870	149220	1
2021.05.10	17:30:00	200485	200616	200386	200386	40668	137816	1
2021.05.10	17:45:00	200386	200452	200198	200296	24532	80756	1
2021.05.11	09:00:00	198805	199231	198698	198993	156430	409538	1
2021.05.11	09:15:00	199001	199026	198657	198747	110547	354150	1
2021.05.11	09:30:00	198747	198755	198206	198387	157875	548440	1
2021.05.11	09:45:00	198387	198469	197985	198149	120259	415207	1
2021.05.11	10:00:00	198149	198231	197493	197600	210079	783187	1
2021.05.11	10:15:00	197600	198149	197452	198149	207464	768893	1
2021.05.11	10:30:00	198141	199255	197969	199141	315840	1197048	1
2021.05.11	10:45:00	199141	199829	198985	199804	220298	868941	1
2021.05.11	11:00:00	199804	199837	199321	199337	146603	583214	1
2021.05.11	11:15:00	199337	199821	199173	199190	209617	816094	1
2021.05.11	11:30:00	199190	199206	198878	198993	154567	645038	1
2021.05.11	11:45:00	199001	199977	198706	199788	233861	945372	1
2021.05.11	12:00:00	199788	200354	199600	200304	182975	717290	1
2021.05.11	12:15:00	200304	200575	200157	200198	128842	561378	1
2021.05.11	12:30:00	200198	200673	200181	200231	122487	501130	1
2021.05.11	12:45:00	200231	200632	200222	200526	87825	384764	1
2021.05.11	13:00:00	200534	200567	200329	200370	67552	296740	1
2021.05.11	13:15:00	200370	200501	199952	200042	99669	390405	1
2021.05.11	13:30:00	200042	200411	199927	200067	108894	429901	1
2021.05.11	13:45:00	200067	200190	199903	200018	68995	273339	1
2021.05.11	14:00:00	200018	200362	199968	200165	92476	390686	1
2021.05.11	14:15:00	200173	200665	200140	200583	104230	449499	1
2021.05.11	14:30:00	200591	200985	200460	200960	113085	483211	1
2021.05.11	14:45:00	200968	201091	200731	200993	107831	469824	1
2021.05.11	15:00:00	200993	201189	200657	200690	118134	508863	1
2021.05.11	15:15:00	200698	200862	200550	200763	90751	399076	1
2021.05.11	15:30:00	200771	200780	200460	200714	102714	456767	1
2021.05.11	15:45:00	200722	201263	200673	201058	124348	566494	1
2021.05.11	16:00:00	201058	201165	200960	201058	78632	356115	1
2021.05.11	16:15:00	201050	201673	201034	201517	117746	518724	1
2021.05.11	16:30:00	201525	201566	201296	201411	83776	371040	1
2021.05.11	16:45:00	201411	201804	201362	201763	81041	363846	1
2021.05.11	17:00:00	201755	201976	201673	201911	56239	231304	1
2021.05.11	17:15:00	201911	202017	201829	201952	32438	130465	1
2021.05.11	17:30:00	201952	202001	201780	201788	33193	113903	1
2021.05.11	17:45:00	201796	201886	201542	201542	27660	105135	1
2021.05.12	09:00:00	201206	201435	200804	200862	124324	355898	1
2021.05.12	09:15:00	200862	200903	200378	200427	125950	430548	1
2021.05.12	09:30:00	200427	200444	199272	200247	359250	1242907	1
2021.05.12	09:45:00	200247	200567	199936	200165	195183	671455	1
2021.05.12	10:00:00	200165	200206	199444	199772	240117	860315	1
2021.05.12	10:15:00	199780	199821	199223	199567	202094	698342	1
2021.05.12	10:30:00	199567	199952	199305	199632	222106	762673	1
2021.05.12	10:45:00	199641	199878	199157	199296	199054	700866	1
2021.05.12	11:00:00	199288	199296	198739	198837	197491	735174	1
2021.05.12	11:15:00	198846	199182	198813	199001	128297	465425	1
2021.05.12	11:30:00	199001	199034	198632	198919	146869	548628	1
2021.05.12	11:45:00	198919	199001	198460	198518	151723	594741	1
2021.05.12	12:00:00	198526	198714	198411	198485	119600	481608	1
2021.05.12	12:15:00	198493	198624	198296	198501	97588	403334	1
2021.05.12	12:30:00	198501	198534	197756	197821	155230	648779	1
2021.05.12	12:45:00	197829	198075	197665	197797	114826	494846	1
2021.05.12	13:00:00	197797	198100	197690	197747	97774	392709	1
2021.05.12	13:15:00	197756	198190	197592	198165	118028	471638	1
2021.05.12	13:30:00	198165	198436	198018	198141	126379	491764	1
2021.05.12	13:45:00	198141	198378	197985	198305	103930	399517	1
2021.05.12	14:00:00	198313	198608	198247	198526	116402	466832	1
2021.05.12	14:15:00	198518	198583	198198	198313	85873	327958	1
2021.05.12	14:30:00	198305	198452	197903	198419	133942	514189	1
2021.05.12	14:45:00	198428	198526	198198	198296	93705	366941	1
